Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year,Country_Standardized,Region_Standardized
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,Switzerland,Western Europe
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,Iceland,Northern Europe
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,Denmark,Northern Europe
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,Norway,Northern Europe
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,Canada,Northern America
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,Finland,Northern Europe
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,Netherlands,Western Europe
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,Sweden,Northern Europe
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,New Zealand,Australia and New Zealand
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,Australia,Australia and New Zealand
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,Israel,Western Asia
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,Costa Rica,Central America
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,Austria,Western Europe
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,Mexico,Central America
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,United States,Northern America
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,Brazil,South America
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,Luxembourg,Western Europe
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,Ireland,Northern Europe
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,Belgium,Western Europe
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,United Arab Emirates,Western Asia
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,United Kingdom,Northern Europe
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,Oman,Western Asia
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,Venezuela,South America
24,Singapore,Southeast Asia,6.798,9.00287,0.72741,76,0.81005,0.39082,0.10837,2015,Singapore,South-eastern Asia
25,Panama,Latin America and Caribbean,6.786,6.29152,0.85471,68,0.80943,0.307,0.83204,2015,Panama,Central America
26,Germany,Western Europe,6.75,7.8556,0.92665,71,0.91794,0.3545,0.60423,2015,Germany,Western Europe
27,Chile,Latin America and Caribbean,6.67,6.54959,0.80191,70,0.65895,0.4192,0.76683,2015,Chile,South America
28,Qatar,Middle East and North Africa,6.611,10.0,0.7692,68,0.9562,0.40927,0.05406,2015,Qatar,Western Asia
29,France,Western Europe,6.575,7.55899,0.89884,73,0.82139,0.15494,0.62592,2015,France,Western Europe
30,Argentina,Latin America and Caribbean,6.574,6.23223,0.89018,67,0.67152,0.14388,0.84629,2015,Argentina,South America
31,Czech Republic,Central and Eastern Europe,6.505,6.97451,0.86037,69,0.69228,0.13426,0.95195,2015,Czechia,Eastern Europe
32,Uruguay,Latin America and Caribbean,6.485,6.28049,0.86213,68,0.90129,0.292,0.55504,2015,Uruguay,South America
33,Colombia,Latin America and Caribbean,6.477,5.43424,0.88444,64,0.79832,0.2312,0.90723,2015,Colombia,South America
34,Thailand,Southeast Asia,6.455,5.71991,0.90217,65,0.83114,0.72411,0.94226,2015,Thailand,South-eastern Asia
35,Saudi Arabia,Middle East and North Africa,6.411,8.25484,0.773,65,0.46359,0.17221,0.4107,2015,Saudi Arabia,Western Asia
36,Spain,Western Europe,6.329,7.277,0.93693,73,0.6861,0.22902,0.88407,2015,Spain,Southern Europe
37,Malta,Western Europe,6.302,7.14263,0.92854,71,0.90133,0.65024,0.75385,2015,Malta,Southern Europe
38,Taiwan,East Asia,6.298,7.63708,0.76747,70,0.59338,0.31884,0.85271,2015,Taiwan,Eastern Asia
39,Kuwait,Middle East and North Africa,6.295,9.19429,0.83149,65,0.82868,0.2039,0.53599,2015,Kuwait,Western Asia
40,Suriname,Latin America and Caribbean,6.269,5.88815,0.69318,61,0.89076,0.21348,0.75298,2015,Suriname,South America
41,Trinidad and Tobago,Latin America and Caribbean,6.168,7.16886,0.84404,61,0.83443,0.4001,0.97934,2015,Trinidad and Tobago,Caribbean
42,El Salvador,Latin America and Caribbean,6.13,4.52282,0.73103,63,0.60248,0.13435,0.78663,2015,El Salvador,Central America
43,Guatemala,Latin America and Caribbean,6.123,4.41035,0.74422,62,0.86203,0.34539,0.82838,2015,Guatemala,Central America
44,Uzbekistan,Commonwealth of Independent States,6.003,3.74131,0.95593,60,0.9828,0.28694,0.44147,2015,Uzbekistan,Central Asia
45,Slovakia,Central and Eastern Europe,5.995,6.91492,0.90569,67,0.47409,0.21225,0.93784,2015,Slovakia,Eastern Europe
46,Japan,East Asia,5.987,7.5173,0.89651,75,0.74081,0.13451,0.67277,2015,Japan,Eastern Asia
47,South Korea,East Asia,5.984,7.36272,0.68301,74,0.49585,0.23316,0.85764,2015,South Korea,Eastern Asia
48,Ecuador,Latin America and Caribbean,5.975,5.1113,0.71246,67,0.72528,0.14501,0.67224,2015,Ecuador,South America
49,Bahrain,Middle East and North Africa,5.96,7.83099,0.86736,66,0.67925,0.21815,0.44557,2015,Bahrain,Western Asia
50,Italy,Western Europe,5.948,7.40136,0.85419,73,0.39174,0.28676,0.94744,2015,Italy,Southern Europe
51,Bolivia,Latin America and Caribbean,5.89,4.03057,0.69775,58,0.85727,0.25803,0.84056,2015,Bolivia,South America
52,Moldova,Commonwealth of Independent States,5.889,3.51674,0.72404,61,0.49002,0.26325,0.97074,2015,Moldova,Eastern Europe
53,Paraguay,Latin America and Caribbean,5.878,4.49503,0.9305,63,0.80478,0.43021,0.85067,2015,Paraguay,South America
54,Kazakhstan,Commonwealth of Independent States,5.855,6.64062,0.80045,62,0.77119,0.1486,0.84683,2015,Kazakhstan,Central Asia
55,Slovenia,Central and Eastern Europe,5.848,7.00998,0.90844,70,0.90865,0.31824,0.93139,2015,Slovenia,Southern Europe
56,Lithuania,Central and Eastern Europe,5.833,6.7867,0.89675,65,0.31867,0.03318,0.98131,2015,Lithuania,Northern Europe
57,Nicaragua,Latin America and Caribbean,5.828,3.50947,0.8143,66,0.82831,0.34949,0.65,2015,Nicaragua,Central America
58,Peru,Latin America and Caribbean,5.824,5.32525,0.69503,65,0.61959,0.18824,0.89148,2015,Peru,South America
59,Belarus,Commonwealth of Independent States,5.813,6.10455,0.87923,65,0.56646,0.13879,0.65411,2015,Belarus,Eastern Europe
60,Poland,Central and Eastern Europe,5.791,6.65842,0.91246,67,0.79318,0.21057,0.92369,2015,Poland,Eastern Europe
61,Malaysia,Southeast Asia,5.77,6.65435,0.76323,65,0.79172,0.41558,0.80974,2015,Malaysia,South-eastern Asia
62,Croatia,Central and Eastern Europe,5.759,6.40398,0.56784,67,0.38647,0.0684,0.95597,2015,Croatia,Southern Europe
63,Libya,Middle East and North Africa,5.754,6.6933,0.79774,64,0.62216,0.22987,0.80028,2015,Libya,Northern Africa
64,Russia,Commonwealth of Independent States,5.716,6.72997,0.88157,63,0.54766,0.0025,0.94555,2015,Russia,Eastern Europe
65,Jamaica,Latin America and Caribbean,5.709,4.79395,0.82085,64,0.75316,0.26675,0.95835,2015,Jamaica,Caribbean
66,North Cyprus,Western Europe,5.695,7.14652,0.76313,72,0.73204,0.32881,0.74126,2015,Cyprus,Western Asia
67,Cyprus,Western Europe,5.689,7.14692,0.63697,72,0.60729,0.38496,0.88864,2015,Cyprus,Western Asia
68,Algeria,Middle East and North Africa,5.605,5.55657,0.76857,61,0.42672,0.09828,0.68504,2015,Algeria,Northern Africa
69,Kosovo,Central and Eastern Europe,5.589,4.74132,0.57906,62,0.36953,0.3557,0.9141,2015,Kosovo,Southern Europe
70,Turkmenistan,Commonwealth of Independent States,5.548,5.67006,0.87481,58,0.71087,0.21333,0.44115,2015,Turkmenistan,Central Asia
71,Mauritius,Sub-Saharan Africa,5.477,5.96071,0.7026,64,0.83714,0.47425,0.86373,2015,Mauritius,Eastern Africa
72,Hong Kong,East Asia,5.474,8.1994,0.75464,75,0.89003,0.49602,0.32736,2015,Hong Kong,Eastern Asia
73,Estonia,Central and Eastern Europe,5.429,6.81338,0.87568,67,0.67023,0.10906,0.72488,2015,Estonia,Northern Europe
74,Indonesia,Southeast Asia,5.399,4.89981,0.77525,62,0.69597,0.64752,1.0,2015,Indonesia,South-eastern Asia
75,Vietnam,Southeast Asia,5.36,3.73967,0.65058,66,0.88758,0.21184,0.81082,2015,Vietnam,South-eastern Asia
76,Turkey,Middle East and North Africa,5.332,6.27647,0.67487,65,0.34066,0.15396,0.71471,2015,Türkiye,Western Asia
77,Kyrgyzstan,Commonwealth of Independent States,5.286,2.80569,0.82094,62,0.64918,0.37732,0.92333,2015,Kyrgyzstan,Central Asia
78,Nigeria,Sub-Saharan Africa,5.268,3.87095,0.64491,45,0.51265,0.34218,0.92697,2015,Nigeria,Western Africa
79,Bhutan,South Asia,5.253,4.55759,0.78728,59,0.79444,0.60308,0.72016,2015,Bhutan,Southern Asia
80,Azerbaijan,Commonwealth of Independent States,5.212,6.05702,0.66889,62,0.5529,0.098,0.70891,2015,Azerbaijan,Western Asia
81,Pakistan,South Asia,5.194,3.52236,0.29532,57,0.18069,0.42306,0.8104,2015,Pakistan,Southern Asia
82,Montenegro,Central and Eastern Europe,5.192,5.76415,0.64581,65,0.27264,0.20279,0.74098,2015,Montenegro,Southern Europe
83,Jordan,Middle East and North Africa,5.192,5.33583,0.7516,64,0.60713,0.13887,0.74102,2015,Jordan,Western Asia
84,China,East Asia,5.14,5.26566,0.67517,68,0.77191,0.10285,0.94961,2015,China,Eastern Asia
85,Zambia,Sub-Saharan Africa,5.129,2.78261,0.65333,50,0.72905,0.24615,0.7741,2015,Zambia,Eastern Africa
86,Romania,Central and Eastern Europe,5.124,6.17272,0.63176,67,0.52361,0.17274,0.98825,2015,Romania,Eastern Europe
87,Serbia,Central and Eastern Europe,5.123,5.44558,0.72003,66,0.30022,0.24163,0.95258,2015,Serbia,Southern Europe
88,Portugal,Western Europe,5.102,6.86169,0.81253,70,0.7685,0.17238,0.98047,2015,Portugal,Southern Europe
89,Latvia,Central and Eastern Europe,5.098,6.58489,0.78134,65,0.44303,0.229,0.88527,2015,Latvia,Northern Europe
90,Philippines,Southeast Asia,5.073,4.17249,0.73822,60,0.93388,0.314,0.77753,2015,Philippines,South-eastern Asia
91,Somaliland region,Sub-Saharan Africa,5.057,1.11491,0.67858,55,0.69553,0.63223,0.27654,2015,Somalia,Eastern Africa
92,Morocco,Middle East and North Africa,5.013,4.34681,0.45709,61,0.62251,0.09011,0.84516,2015,Morocco,Northern Africa
93,Macedonia,Central and Eastern Europe,5.007,5.43361,0.71481,65,0.49956,0.28093,0.90348,2015,North Macedonia,Southern Europe
94,Mozambique,Sub-Saharan Africa,4.971,0.49149,0.73188,42,0.50821,0.2798,0.71729,2015,Mozambique,Eastern Africa
95,Albania,Central and Eastern Europe,4.959,5.19798,0.57361,68,0.53354,0.17933,0.88381,2015,Albania,Southern Europe
96,Bosnia and Herzegovina,Central and Eastern Europe,4.949,4.92324,0.65549,67,0.13804,0.31171,0.99589,2015,Bosnia and Herzegovina,Southern Europe
97,Lesotho,Sub-Saharan Africa,4.898,2.22106,0.74241,41,0.47433,0.20591,0.77345,2015,Lesotho,Southern Africa
98,Dominican Republic,Latin America and Caribbean,4.885,5.29675,0.83583,63,0.86112,0.27245,0.74209,2015,Dominican Republic,Caribbean
99,Laos,Southeast Asia,4.876,3.49416,0.52632,59,0.88977,0.53012,0.56063,2015,Laos,South-eastern Asia
100,Mongolia,East Asia,4.874,4.8993,0.92752,60,0.6514,0.41752,0.9517,2015,Mongolia,Eastern Asia
101,Swaziland,Sub-Saharan Africa,4.867,4.21236,0.76509,41,0.45777,0.22942,0.94456,2015,Eswatini,Southern Africa
102,Greece,Western Europe,4.857,6.82708,0.66275,71,0.11495,0.0,0.97469,2015,Greece,Southern Europe
103,Lebanon,Middle East and North Africa,4.839,6.06739,0.57053,69,0.50641,0.27459,0.91698,2015,Lebanon,Western Asia
104,Hungary,Central and Eastern Europe,4.8,6.63118,0.85731,66,0.47948,0.16083,0.95003,2015,Hungary,Eastern Europe
105,Honduras,Latin America and Caribbean,4.788,3.52173,0.67998,64,0.59947,0.28933,0.87634,2015,Honduras,Central America
106,Tajikistan,Commonwealth of Independent States,4.786,2.30991,0.61019,59,0.705,0.28866,0.72691,2015,Tajikistan,Central Asia
107,Tunisia,Middle East and North Africa,4.739,5.21253,0.43095,65,0.39222,0.08081,0.8848,2015,Tunisia,Northern Africa
108,Palestinian Territories,Middle East and North Africa,4.715,3.54158,0.66007,63,0.3658,0.14136,0.76618,2015,Palestine,Western Asia
109,Bangladesh,South Asia,4.694,2.35166,0.30741,60,0.6095,0.26664,0.77226,2015,Bangladesh,Southern Asia
110,Iran,Middle East and North Africa,4.686,5.96774,0.38829,64,0.44843,0.47853,0.89378,2015,Iran,Southern Asia
111,Ukraine,Commonwealth of Independent States,4.681,4.72705,0.85776,63,0.37512,0.19192,0.94635,2015,Ukraine,Eastern Europe
112,Iraq,Middle East and North Africa,4.677,5.8299,0.58399,60,0.0,0.22518,0.75018,2015,Iraq,Western Asia
113,South Africa,Sub-Saharan Africa,4.642,5.44536,0.84486,49,0.49582,0.15044,0.83903,2015,South Africa,Southern Africa
114,Ghana,Sub-Saharan Africa,4.633,3.22748,0.48461,53,0.63222,0.29008,0.92109,2015,Ghana,Western Africa
115,Zimbabwe,Sub-Saharan Africa,4.61,1.60314,0.73651,51,0.38614,0.23857,0.85361,2015,Zimbabwe,Eastern Africa
116,Liberia,Sub-Saharan Africa,4.571,0.4212,0.56316,51,0.426,0.3061,0.88708,2015,Liberia,Western Africa
117,India,South Asia,4.565,3.81558,0.27223,57,0.59406,0.33265,0.84614,2015,India,Southern Asia
118,Sudan,Sub-Saharan Africa,4.55,3.08252,0.72316,52,0.15053,0.2395,0.73437,2015,Sudan,Northern Africa
119,Haiti,Latin America and Caribbean,4.518,1.57791,0.52988,53,0.3647,0.58032,0.6888,2015,Haiti,Caribbean
120,Congo (Kinshasa),Sub-Saharan Africa,4.517,0.0,0.714,42,0.33753,0.31203,0.86185,2015,DR Congo,Middle Africa
121,Nepal,South Asia,4.514,2.12947,0.61651,59,0.57161,0.40578,0.89298,2015,Nepal,Southern Asia
122,Ethiopia,Sub-Saharan Africa,4.512,1.12829,0.43078,55,0.64877,0.30563,0.72736,2015,Ethiopia,Eastern Africa
123,Sierra Leone,Sub-Saharan Africa,4.507,1.9536,0.68156,39,0.6098,0.26999,0.84081,2015,Sierra Leone,Western Africa
124,Mauritania,Sub-Saharan Africa,4.436,2.68612,0.61978,52,0.36182,0.27516,0.68362,2015,Mauritania,Western Africa
125,Kenya,Sub-Saharan Africa,4.419,2.15751,0.71227,54,0.63033,0.47171,0.89421,2015,Kenya,Eastern Africa
126,Djibouti,Sub-Saharan Africa,4.369,2.6044,0.42223,52,0.68795,0.22733,0.49077,2015,Djibouti,Eastern Africa
127,Armenia,Commonwealth of Independent States,4.35,4.54452,0.5542,65,0.29635,0.0987,0.92933,2015,Armenia,Western Asia
128,Botswana,Sub-Saharan Africa,4.332,5.87752,0.78777,40,0.73903,0.13143,0.77398,2015,Botswana,Southern Africa
129,Myanmar,Southeast Asia,4.307,1.6036,0.50566,56,0.65723,1.0,0.65513,2015,Myanmar,South-eastern Asia
130,Georgia,Commonwealth of Independent States,4.297,4.38886,0.275,65,0.60588,0.06969,0.30549,2015,Georgia,Western Asia
131,Malawi,Sub-Saharan Africa,4.292,0.09487,0.29335,47,0.64285,0.41624,0.87359,2015,Malawi,Eastern Africa
132,Sri Lanka,South Asia,4.271,4.94102,0.72674,64,0.8022,0.51298,0.8337,2015,Sri Lanka,Southern Asia
133,Cameroon,Sub-Saharan Africa,4.252,2.49938,0.63304,47,0.73625,0.25906,0.89517,2015,Cameroon,Middle Africa
134,Bulgaria,Central and Eastern Europe,4.218,5.98762,0.78884,66,0.45671,0.14978,0.9842,2015,Bulgaria,Eastern Europe
135,Egypt,Middle East and North Africa,4.194,5.21644,0.53272,61,0.25813,0.14186,0.88541,2015,Egypt,Northern Africa
136,Yemen,Middle East and North Africa,4.077,3.23288,0.4856,53,0.53112,0.11473,0.85769,2015,Yemen,Western Asia
137,Angola,Sub-Saharan Africa,4.033,4.48283,0.61359,45,0.15505,0.1551,0.87097,2015,Angola,Middle Africa
138,Mali,Sub-Saharan Africa,3.995,1.54249,0.7383,46,0.58019,0.23619,0.7762,2015,Mali,Western Africa
139,Congo (Brazzaville),Sub-Saharan Africa,3.989,4.01476,0.47274,50,0.61915,0.15565,0.78827,2015,Congo Republic,Middle Africa
140,Comoros,Sub-Saharan Africa,3.956,1.41419,0.56534,52,0.34218,0.21914,0.63943,2015,Comoros,Eastern Africa
141,Uganda,Sub-Saharan Africa,3.931,1.24835,0.80799,51,0.68277,0.36521,0.86834,2015,Uganda,Eastern Africa
142,Senegal,Sub-Saharan Africa,3.904,2.15909,0.69617,54,0.54905,0.26188,0.80589,2015,Senegal,Western Africa
143,Gabon,Sub-Saharan Africa,3.896,6.27204,0.6456,54,0.47653,0.08571,0.79905,2015,Gabon,Middle Africa
144,Niger,Sub-Saharan Africa,3.845,0.41055,0.55101,49,0.7121,0.24359,0.71664,2015,Niger,Western Africa
145,Cambodia,Southeast Asia,3.819,2.72347,0.4474,61,0.98914,0.5071,0.86869,2015,Cambodia,South-eastern Asia
146,Tanzania,Sub-Saharan Africa,3.781,1.68716,0.71506,53,0.49091,0.43194,0.89588,2015,Tanzania,Eastern Africa
147,Madagascar,Sub-Saharan Africa,3.681,1.23192,0.47639,56,0.28644,0.26805,0.8528,2015,Madagascar,Eastern Africa
148,Central African Republic,Sub-Saharan Africa,3.678,0.46439,0.0,41,0.72984,0.29948,0.84981,2015,Central African Republic,Middle Africa
149,Chad,Sub-Saharan Africa,3.667,2.02275,0.54243,44,0.3509,0.23102,0.90454,2015,Chad,Middle Africa
150,Guinea,Sub-Saharan Africa,3.656,1.03032,0.33144,47,0.56329,0.36006,0.78006,2015,Guinea,Western Africa
151,Ivory Coast,Sub-Saharan Africa,3.655,2.75284,0.54994,44,0.69977,0.25337,0.67528,2015,Côte d'Ivoire,Western Africa
152,Burkina Faso,Sub-Saharan Africa,3.587,1.52693,0.60752,49,0.58968,0.27324,0.7675,2015,Burkina Faso,Western Africa
153,Afghanistan,South Asia,3.575,1.89197,0.21598,50,0.3496,0.45874,0.82391,2015,Afghanistan,Southern Asia
154,Rwanda,Sub-Saharan Africa,3.465,1.31375,0.55176,54,0.88395,0.28431,0.0,2015,Rwanda,Eastern Africa
155,Benin,Sub-Saharan Africa,3.34,1.69577,0.25236,50,0.72342,0.22943,0.85487,2015,Benin,Western Africa
156,Syria,Middle East and North Africa,3.006,3.92329,0.33867,65,0.23418,0.59279,0.65745,2015,Syria,Western Asia
157,Burundi,Sub-Saharan Africa,2.905,0.09053,0.29658,47,0.17693,0.24786,0.81769,2015,Burundi,Eastern Africa
158,Togo,Sub-Saharan Africa,2.839,1.23446,0.0998,49,0.54429,0.20959,0.80556,2015,Togo,Western Africa
111,Sierra Leone,Sub-Saharan Africa,4.635,9.44368,0.53074,44,0.50429,0.29153,0.16223,2016,Sierra Leone,Western Africa
144,Chad,Sub-Saharan Africa,3.763,9.42133,0.53393,46,0.21048,0.22772,0.09803,2016,Chad,Middle Africa
139,Ivory Coast,Sub-Saharan Africa,3.916,9.97862,0.48659,46,0.66827,0.24811,0.30739,2016,Côte d'Ivoire,Western Africa
141,Angola,Sub-Saharan Africa,3.866,9.9228,0.56087,46,0.00967,0.14726,0.16694,2016,Angola,Middle Africa
103,Nigeria,Sub-Saharan Africa,4.875,9.70016,0.54509,46,0.45776,0.28325,0.06037,2016,Nigeria,Western Africa
76,Somalia,Sub-Saharan Africa,5.44,0.0,0.28407,49,0.93311,0.33213,0.61717,2016,Somalia,Eastern Africa
114,Cameroon,Sub-Saharan Africa,4.513,9.62138,0.52856,49,0.70234,0.27668,0.12126,2016,Cameroon,Middle Africa
157,Burundi,Sub-Saharan Africa,2.905,7.36575,0.19812,51,0.071,0.24753,0.18643,2016,Burundi,Eastern Africa
143,South Sudan,Sub-Saharan Africa,3.832,9.96735,0.15651,51,0.32314,0.31595,0.25762,2016,South Sudan,Eastern Africa
131,Zimbabwe,Sub-Saharan Africa,4.193,9.51646,0.60408,51,0.41791,0.22573,0.16986,2016,Zimbabwe,Eastern Africa
135,Mali,Sub-Saharan Africa,4.073,9.73172,0.72962,51,0.45267,0.25697,0.27012,2016,Mali,Western Africa
154,Afghanistan,South Asia,3.36,9.63815,0.09327,51,0.27002,0.38145,0.14077,2016,Afghanistan,Southern Asia
116,South Africa,Sub-Saharan Africa,4.459,9.95684,0.81177,52,0.69817,0.1666,0.16657,2016,South Africa,Southern Africa
125,Congo (Kinshasa),Sub-Saharan Africa,4.272,7.90737,0.68182,52,0.2564,0.31057,0.12025,2016,DR Congo,Middle Africa
151,Guinea,Sub-Saharan Africa,3.607,8.49819,0.26275,52,0.50869,0.36493,0.23595,2016,Guinea,Western Africa
146,Uganda,Sub-Saharan Africa,3.739,9.8876,0.7689,52,0.71741,0.33063,0.12751,2016,Uganda,Eastern Africa
153,Benin,Sub-Saharan Africa,3.484,9.21448,0.08805,53,0.65321,0.24619,0.13223,2016,Benin,Western Africa
145,Burkina Faso,Sub-Saharan Africa,3.739,9.68359,0.53288,53,0.54841,0.29709,0.24807,2016,Burkina Faso,Western Africa
150,Liberia,Sub-Saharan Africa,3.622,7.64019,0.42554,54,0.42316,0.29355,0.09604,2016,Liberia,Western Africa
106,Zambia,Sub-Saharan Africa,4.795,9.96247,0.53885,54,0.70112,0.21795,0.22721,2016,Zambia,Eastern Africa
155,Togo,Sub-Saharan Africa,3.303,9.51589,0.0,54,0.56991,0.21369,0.22935,2016,Togo,Western Africa
142,Niger,Sub-Saharan Africa,3.856,5.01702,0.51155,55,0.62517,0.25582,0.33999,2016,Niger,Western Africa
136,Haiti,Latin America and Caribbean,4.028,9.99461,0.24983,55,0.1984,0.58506,0.28653,2016,Haiti,Caribbean
127,Congo (Brazzaville),Sub-Saharan Africa,4.236,9.64441,0.40396,56,0.62348,0.14733,0.19305,2016,Congo Republic,Middle Africa
130,Mauritania,Sub-Saharan Africa,4.201,9.67499,0.7111,56,0.20839,0.27676,0.3554,2016,Mauritania,Western Africa
132,Malawi,Sub-Saharan Africa,4.156,7.72189,0.12423,56,0.68088,0.37779,0.14971,2016,Malawi,Eastern Africa
124,Ghana,Sub-Saharan Africa,4.276,9.28626,0.41709,56,0.67337,0.25867,0.06453,2016,Ghana,Western Africa
133,Sudan,Sub-Saharan Africa,4.139,9.99269,0.69239,56,0.0,0.22053,0.1987,2016,Sudan,Northern Africa
138,Comoros,Sub-Saharan Africa,3.956,9.80559,0.5098,56,0.25328,0.22289,0.36493,2016,Comoros,Eastern Africa
122,Kenya,Sub-Saharan Africa,4.356,9.94645,0.64432,56,0.66683,0.50418,0.13234,2016,Kenya,Eastern Africa
147,Yemen,Middle East and North Africa,3.724,9.34875,0.40138,57,0.37585,0.11981,0.11663,2016,Yemen,Western Asia
152,Rwanda,Sub-Saharan Africa,3.515,9.55183,0.52048,57,0.89271,0.28732,1.0,2016,Rwanda,Eastern Africa
97,Somaliland region,Sub-Saharan Africa,5.057,9.13349,0.64113,58,0.64307,0.62801,0.72829,2016,Somalia,Eastern Africa
115,Ethiopia,Sub-Saharan Africa,4.508,9.21583,0.32057,58,0.60319,0.36015,0.33986,2016,Ethiopia,Eastern Africa
113,Namibia,Sub-Saharan Africa,4.574,9.98753,0.59464,58,0.79893,0.09509,0.20581,2016,Namibia,Southern Africa
137,Botswana,Sub-Saharan Africa,3.974,9.97103,0.75374,58,0.72458,0.15158,0.21317,2016,Botswana,Southern Africa
134,Gabon,Sub-Saharan Africa,4.121,9.93276,0.6116,58,0.46176,0.07617,0.18436,2016,Gabon,Middle Africa
149,Tanzania,Sub-Saharan Africa,3.666,9.57975,0.65601,59,0.52196,0.38394,0.10093,2016,Tanzania,Eastern Africa
148,Madagascar,Sub-Saharan Africa,3.695,9.92691,0.38973,59,0.22488,0.26887,0.14857,2016,Madagascar,Eastern Africa
102,Laos,Southeast Asia,4.876,9.86262,0.46456,60,0.85734,0.52554,0.44383,2016,Laos,South-eastern Asia
119,Myanmar,Southeast Asia,4.395,9.78674,0.59143,60,0.70161,1.0,0.40069,2016,Myanmar,South-eastern Asia
92,Pakistan,South Asia,5.132,9.93634,0.22088,60,0.2403,0.38043,0.27475,2016,Pakistan,Southern Asia
128,Senegal,Sub-Saharan Africa,4.219,9.91461,0.65426,61,0.51038,0.23305,0.23121,2016,Senegal,Western Africa
140,Cambodia,Southeast Asia,3.907,9.90401,0.45425,61,0.96719,0.49211,0.16018,2016,Cambodia,South-eastern Asia
65,Turkmenistan,Commonwealth of Independent States,5.658,9.91722,0.87739,62,0.61477,0.2753,0.56347,2016,Turkmenistan,Central Asia
118,India,South Asia,4.404,9.99974,0.24718,62,0.66205,0.30533,0.17265,2016,India,Southern Asia
52,Belize,Latin America and Caribbean,5.956,9.76528,0.58022,63,0.84195,0.28893,0.2132,2016,Belize,Central America
59,Bolivia,Latin America and Caribbean,5.822,9.72997,0.70803,63,0.83751,0.2647,0.15332,2016,Bolivia,South America
82,Philippines,Southeast Asia,5.279,9.67256,0.74267,63,0.90149,0.26441,0.23271,2016,Philippines,South-eastern Asia
79,Indonesia,Southeast Asia,5.314,9.96273,0.74054,64,0.64483,0.68953,0.00638,2016,Indonesia,South-eastern Asia
84,Bhutan,South Asia,5.196,9.88423,0.76768,64,0.75719,0.59223,0.31987,2016,Bhutan,Southern Asia
107,Nepal,South Asia,4.793,9.34497,0.58904,64,0.60826,0.46553,0.13872,2016,Nepal,Southern Asia
49,Uzbekistan,Commonwealth of Independent States,5.987,9.92666,0.98719,64,1.0,0.41876,0.56081,2016,Uzbekistan,Central Asia
40,Suriname,Latin America and Caribbean,6.269,9.82217,0.65807,65,0.85843,0.2033,0.25123,2016,Suriname,South America
112,Iraq,Middle East and North Africa,4.575,9.95884,0.50035,65,0.40849,0.23897,0.2699,2016,Iraq,Western Asia
120,Egypt,Middle East and North Africa,4.362,9.98272,0.42098,65,0.30973,0.15501,0.20572,2016,Egypt,Northern Africa
67,Libya,Middle East and North Africa,5.615,9.97807,0.80351,65,0.66842,0.20845,0.20465,2016,Libya,Northern Africa
55,Moldova,Western Europe,5.897,9.96358,0.70257,65,0.41419,0.24396,0.03767,2016,Moldova,Eastern Europe
43,Trinidad and Tobago,Latin America and Caribbean,6.168,9.89094,0.83303,65,0.79629,0.38959,0.02456,2016,Trinidad and Tobago,Caribbean
